127.0.0.1 - - [16/May/2022:11:15:31 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:35 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:38 +0700] "GET /LdStore/ HTTP/1.1" 200 284415
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:38 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:38 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:38 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:39 +0700] "GET /LdStore/product/262 HTTP/1.1" 200 112519
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:39 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:39 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:39 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:39 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/AddCart/262? HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/product/262 HTTP/1.1" 200 112496
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:40 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:41 +0700] "GET /LdStore/gio-hang HTTP/1.1" 200 87289
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:41 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:41 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:41 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:42 +0700] "GET /LdStore/checkout HTTP/1.1" 200 85855
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:42 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:43 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:01:43 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:11:28 +0700] "GET /LdStore/gio-hang HTTP/1.1" 200 87289
0:0:0:0:0:0:0:1 - - [16/May/2022:12:11:28 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:11:28 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:11:28 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:14:08 +0700] "GET /LdStore/thong-tin-tai-khoan HTTP/1.1" 200 76969
0:0:0:0:0:0:0:1 - - [16/May/2022:12:14:08 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:14:08 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:14:08 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [16/May/2022:12:19:07 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:12:19:07 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [16/May/2022:12:19:08 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Medium.woff2 HTTP/1.1" 200 66792
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:21 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:22 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22774
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:22 +0700] "GET /LdStore/template/admin/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=2.8.94 HTTP/1.1" 200 151728
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:25 +0700] "GET /LdStore/admin/quan-ly-tai-khoan HTTP/1.1" 200 22428
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:25 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Bold.woff2 HTTP/1.1" 200 65972
0:0:0:0:0:0:0:1 - - [16/May/2022:12:29:26 +0700] "GET /LdStore/admin/quan-ly-danh-muc HTTP/1.1" 200 20080
0:0:0:0:0:0:0:1 - - [16/May/2022:12:31:01 +0700] "GET /LdStore/admin/quan-ly-hoa-don HTTP/1.1" 200 24862
0:0:0:0:0:0:0:1 - - [16/May/2022:12:32:26 +0700] "GET /LdStore/admin/quan-ly-tai-khoan HTTP/1.1" 200 22428
0:0:0:0:0:0:0:1 - - [16/May/2022:12:33:01 +0700] "GET /LdStore/admin/quan-ly-tai-khoan HTTP/1.1" 200 22429
0:0:0:0:0:0:0:1 - - [16/May/2022:12:34:53 +0700] "GET /LdStore/admin/quan-ly-tin-tuc HTTP/1.1" 200 17089
0:0:0:0:0:0:0:1 - - [16/May/2022:12:34:53 +0700] "GET /LdStore/admin/quan-ly-tin-tuc HTTP/1.1" 200 17089
