127.0.0.1 - - [12/May/2022:22:43:59 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:52 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:52 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:53 +0700] "GET /LdStore/cua-hang/?s=1&order=price-desc HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:53 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:53 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:53 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:55 +0700] "GET /LdStore/cua-hang/?s=1&order=date HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:55 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:55 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:55 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:56 +0700] "GET /LdStore/cua-hang/?s=1&order=popularity HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:56 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:56 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:56 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:58 +0700] "GET /LdStore/cua-hang/?s=1&order=date HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:58 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:58 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:58 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:59 +0700] "GET /LdStore/cua-hang/?s=1&order=price HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:59 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:59 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:47:59 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:00 +0700] "GET /LdStore/cua-hang/?s=1&order=price-desc HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:00 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:00 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:00 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:02 +0700] "GET /LdStore/cua-hang/?s=1&order=menu_order HTTP/1.1" 200 114768
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:02 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:02 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:02 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:05 +0700] "GET /LdStore/cua-hang/?s=1&order=date HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:05 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:05 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:05 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:07 +0700] "GET /LdStore/cua-hang/?s=1&order=popularity HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:07 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:07 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:07 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:08 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:08 +0700] "GET /LdStore/cua-hang/?s=1&order=price HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:09 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:09 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:11 +0700] "GET /LdStore/cua-hang/?s=1&order=price-desc HTTP/1.1" 200 114777
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:11 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:11 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:11 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:14 +0700] "GET /LdStore/cua-hang HTTP/1.1" 200 147332
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:14 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:14 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:14 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/cua-hang?s=0&order=popularity HTTP/1.1" 200 145506
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/images/ticwatch2gold-ldstore-2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/images/power_watch2_ldstore_12.jpg HTTP/1.1" 200 82598
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:16 +0700] "GET /LdStore/template/user/images/ticwatch2sport.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/cua-hang?s=0&order=date HTTP/1.1" 200 147445
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/ldstore.vn-huawei-watch-gt-black_3.png HTTP/1.1" 200 560341
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/ldstore.vn-huawei-watch-gt-sliver_2.png HTTP/1.1" 200 824114
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/Garmin-Approach-S20-02.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/Approach-S60-01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/ldstore.vn-huawei-watch-rose-gold-swarovski-jewelpearl-6.jpg HTTP/1.1" 200 27093
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt2-ldstore-7.png HTTP/1.1" 200 163660
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt-2-ldstore-5.jpg HTTP/1.1" 200 76221
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt2-ldstore-8.png HTTP/1.1" 200 161961
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt2-ldstore-9.png HTTP/1.1" 200 223154
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt-active-ldstore.vn-6.png HTTP/1.1" 200 726745
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-quai-den.png HTTP/1.1" 200 622154
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-elegant-ldstorevn1.jpg HTTP/1.1" 200 54876
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/Huawei-watch-2-classic-ldstore-1.png HTTP/1.1" 200 506719
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt2-ldstore-10.png HTTP/1.1" 200 165693
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt-2-ldstore-3.jpg HTTP/1.1" 200 156680
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:18 +0700] "GET /LdStore/template/user/images/huawei-watch-gt-active-fortuna-ldstore.vn-3.png HTTP/1.1" 200 674876
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/cua-hang?s=0&order=price HTTP/1.1" 200 145818
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/template/user/images/Honor-Band-6-ldstore-2.png HTTP/1.1" 200 136239
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:19 +0700] "GET /LdStore/template/user/images/honor_watch_dream-ldstore.vn_1.png HTTP/1.1" 200 738105
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:23 +0700] "GET /LdStore/product/234 HTTP/1.1" 200 111448
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:23 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:23 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:23 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:23 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 2134
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/mdi/css/materialdesignicons.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/base/vendor.bundle.base.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/datatables.net-bs4/dataTables.bootstrap4.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/datatables.net/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/vendors/chart.js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/template.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/off-canvas.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/dashboard.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/hoverable-collapse.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/data-table.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/dataTables.bootstrap4.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/ckeditor/ckeditor.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:32 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:33 +0700] "GET /LdStore/template/admin/images/favicon.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:33 +0700] "GET /LdStore/admin/dang-xuat HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:33 +0700] "GET /LdStore/admin/login HTTP/1.1" 200 3711
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:34 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Medium.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:34 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Light.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:39 +0700] "POST /LdStore/admin/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:40 +0700] "GET /LdStore/admin/index HTTP/1.1" 200 22654
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:40 +0700] "GET /LdStore/template/admin/vendors/mdi/fonts/materialdesignicons-webfont.woff2?v=2.8.94 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/admin/quan-ly-san-pham HTTP/1.1" 200 59010
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/template/user/images/honor_watch_dream-ldstore.vn_3.png HTTP/1.1" 200 224344
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/template/user/images/ldstore-huawei-honor-magic-watch-1.jpg HTTP/1.1" 200 150965
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/template/user/images/ldstore-huawei-honor-magic-watch-6.jpg HTTP/1.1" 200 154657
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/template/user/images/honor_watch_magic_blue_ldstore.vn_1.png HTTP/1.1" 200 717236
0:0:0:0:0:0:0:1 - - [12/May/2022:22:48:51 +0700] "GET /LdStore/template/admin/fonts/Roboto/Roboto-Bold.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:05 +0700] "GET /LdStore/admin/quan-ly-san-pham/?s=OPPO+Watch+Phi%C3%AAn+b%E1%BA%A3n+46MM HTTP/1.1" 200 11500
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:11 +0700] "GET /LdStore/admin/cap-nhat-san-pham/234 HTTP/1.1" 200 18012
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/config.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/skins/moono-lisa/editor.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/lang/vi.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/styles.js?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/plugins/dialog/styles/dialog.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/plugins/scayt/dialogs/dialog.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/plugins/scayt/skins/moono-lisa/scayt.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/plugins/tableselection/styles/tableselection.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/plugins/wsc/skins/moono-lisa/wsc.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/skins/moono-lisa/icons.png?t=1aa21195b HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:12 +0700] "GET /LdStore/template/admin/ckeditor/contents.css?t=KA9B HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:18 +0700] "POST /LdStore/admin/cap-nhat-san-pham/234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:18 +0700] "GET /LdStore/admin/cap-nhat-san-pham/234 HTTP/1.1" 200 18203
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:20 +0700] "GET /LdStore/product/234 HTTP/1.1" 200 111460
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:20 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:20 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:21 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:21 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:38 +0700] "GET /LdStore/product/234 HTTP/1.1" 200 111460
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:38 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:38 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:38 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:38 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:40 +0700] "GET /LdStore/product/234 HTTP/1.1" 200 111460
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:40 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:40 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:40 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:40 +0700] "GET /LdStore/product/Roboto-Regular.ttf HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:44 +0700] "GET /LdStore/dang-nhap HTTP/1.1" 200 77761
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:44 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:44 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:44 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:50 +0700] "POST /LdStore/dang-nhap HTTP/1.1" 200 283393
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:50 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:50 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:51 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:53 +0700] "GET /LdStore/product/270 HTTP/1.1" 200 112141
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:53 +0700] "GET /LdStore/template/user/wp-content/plugins/revslider/public/assets/js/rs6.mine434.js?ver=6.4.11 HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:53 +0700] "GET /LdStore/template/user/images/ld-store-logo-bluemind.html HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [12/May/2022:22:49:53 +0700] "GET /LdStore/template/user/wp-content/themes/electro/assets/vendor/fontawesome/webfonts/fa-solid-900.html HTTP/1.1" 404 604
